"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 23, 2019","1,548.40","1,517.80","1,550.00","1,514.00","2.46K","1.92%"
"Aug 22, 2019","1,519.30","1,523.60","1,524.30","1,513.30","0.73K","-0.47%"
"Aug 21, 2019","1,526.40","1,526.20","1,527.10","1,519.00","3.27K","0.00%"
"Aug 20, 2019","1,526.40","1,515.90","1,528.50","1,515.70","0.66K","0.27%"
"Aug 19, 2019","1,522.30","1,531.10","1,531.70","1,514.30","1.62K","-0.78%"
"Aug 16, 2019","1,534.30","1,543.40","1,543.40","1,525.50","0.94K","-0.51%"
"Aug 15, 2019","1,542.10","1,540.40","1,543.70","1,530.10","1.69K","0.21%"
"Aug 14, 2019","1,538.80","1,522.50","1,545.30","1,518.00","1.44K","0.89%"
"Aug 13, 2019","1,525.20","1,533.70","1,556.00","1,500.40","4.50K","-0.19%"
"Aug 12, 2019","1,528.10","1,517.50","1,534.90","1,511.00","2.24K","0.57%"
"Aug 09, 2019","1,519.40","1,528.80","1,528.80","1,517.80","3.29K","-0.05%"
"Aug 08, 2019","1,520.20","1,521.90","1,529.40","1,513.30","3.25K","-0.65%"
"Aug 07, 2019","1,530.10","1,497.70","1,531.80","1,497.70","5.83K","2.37%"
"Aug 06, 2019","1,494.70","1,494.90","1,496.40","1,481.40","2.04K","0.52%"
"Aug 05, 2019","1,486.90","1,461.00","1,492.10","1,461.00","2.08K","1.26%"
"Aug 02, 2019","1,468.40","1,468.30","1,470.90","1,454.90","1.08K","1.71%"
"Aug 01, 2019","1,443.70","1,433.00","1,468.40","1,424.00","2.45K","-0.37%"
"Jul 31, 2019","1,449.00","1,452.00","1,457.50","1,435.70","2.66K","-0.28%"
"Jul 30, 2019","1,453.00","1,448.40","1,455.10","1,446.70","1.55K","0.59%"
"Jul 29, 2019","1,444.50","1,446.40","1,451.10","1,440.50","1.49K","0.07%"
"Jul 26, 2019","1,443.50","1,439.30","1,447.50","1,438.20","0.68K","0.34%"
"Jul 25, 2019","1,438.60","1,449.90","1,456.40","1,438.50","1.89K","-0.62%"
"Jul 24, 2019","1,447.60","1,441.20","1,452.40","1,441.20","0.80K","0.15%"
"Jul 23, 2019","1,445.50","1,448.70","1,450.50","1,439.00","1.06K","-0.36%"
"Jul 22, 2019","1,450.70","1,448.50","1,452.50","1,448.50","0.34K","0.03%"
"Jul 19, 2019","1,450.30","1,473.70","1,477.10","1,445.80","1.64K","-0.11%"
"Jul 18, 2019","1,451.90","1,447.50","1,472.10","1,442.00","1.91K","0.33%"
"Jul 17, 2019","1,447.10","1,430.90","1,451.30","1,430.70","0.23K","0.86%"
"Jul 16, 2019","1,434.70","1,438.50","1,441.00","1,433.70","0.32K","-0.17%"
"Jul 15, 2019","1,437.10","1,439.30","1,440.40","1,433.30","1.18K","0.08%"
"Jul 12, 2019","1,435.90","1,434.90","1,441.10","1,431.40","0.67K","0.38%"
"Jul 11, 2019","1,430.40","1,447.40","1,449.50","1,429.90","1.24K","-0.36%"
"Jul 10, 2019","1,435.60","1,418.20","1,443.30","1,416.90","2.11K","0.86%"
"Jul 09, 2019","1,423.30","1,416.60","1,424.10","1,410.90","2.02K","0.04%"
"Jul 08, 2019","1,422.70","1,422.20","1,430.30","1,420.50","0.79K","0.04%"
"Jul 05, 2019","1,422.20","1,441.20","1,441.20","1,413.60","1.34K","-0.09%"
"Jul 04, 2019","1,423.55","1,421.25","1,426.65","1,412.85","-","-1.29%"
"Jul 03, 2019","1,442.20","1,452.50","1,458.90","1,438.50","1.89K","0.90%"
"Jul 02, 2019","1,429.30","1,413.50","1,438.70","1,413.50","0.33K","1.36%"
"Jul 01, 2019","1,410.10","1,419.00","1,419.00","1,409.20","1.30K","-1.67%"
"Jun 28, 2019","1,434.00","1,444.90","1,445.50","1,430.60","0.87K","0.13%"
"Jun 27, 2019","1,432.10","1,425.40","1,432.00","1,423.70","1.54K","-0.22%"
"Jun 26, 2019","1,435.30","1,439.50","1,439.50","1,428.20","1.27K","-0.22%"
"Jun 25, 2019","1,438.50","1,444.60","1,458.60","1,438.20","1.54K","0.03%"
"Jun 24, 2019","1,438.10","1,430.60","1,444.40","1,425.50","0.35K","1.28%"
"Jun 21, 2019","1,419.90","1,412.80","1,434.70","1,407.80","0.33K","0.22%"
"Jun 20, 2019","1,416.80","1,414.40","1,414.40","1,401.50","1.26K","3.46%"
"Jun 19, 2019","1,369.40","1,371.40","1,384.90","1,367.00","0.60K","-0.15%"
"Jun 18, 2019","1,371.40","1,368.40","1,376.60","1,365.80","0.48K","0.57%"
"Jun 17, 2019","1,363.60","1,366.60","1,366.90","1,361.10","0.15K","-0.14%"
"Jun 14, 2019","1,365.50","1,368.20","1,380.70","1,363.90","1.01K","0.04%"
"Jun 13, 2019","1,364.90","1,360.50","1,364.80","1,359.50","0.55K","0.49%"
"Jun 12, 2019","1,358.20","1,355.40","1,362.30","1,355.40","0.56K","0.38%"
"Jun 11, 2019","1,353.00","1,353.40","1,353.40","1,346.50","1.19K","0.17%"
"Jun 10, 2019","1,350.70","1,362.00","1,362.00","1,351.30","1.65K","-1.18%"
"Jun 07, 2019","1,366.80","1,356.70","1,368.40","1,356.70","0.97K","0.26%"
"Jun 06, 2019","1,363.30","1,356.20","1,362.80","1,356.20","0.43K","0.66%"
"Jun 05, 2019","1,354.40","1,350.50","1,369.00","1,350.50","1.22K","0.33%"
"Jun 04, 2019","1,350.00","1,353.00","1,353.30","1,347.80","0.17K","0.08%"
"Jun 03, 2019","1,348.90","1,335.10","1,352.00","1,335.10","0.80K","1.19%"
"May 31, 2019","1,333.00","1,324.90","1,333.30","1,324.00","0.60K","1.38%"
"May 30, 2019","1,314.90","1,303.20","1,315.30","1,303.20","0.06K","0.48%"
"May 29, 2019","1,308.60","1,307.10","1,310.60","1,307.00","0.23K","0.27%"
"May 28, 2019","1,305.10","1,304.30","1,304.30","1,304.30","0.28K","1.57%"
"May 27, 2019","1,284.95","1,284.25","1,286.85","1,283.25","-","0.06%"
"May 26, 2019","1,284.15","1,284.20","1,285.15","1,283.65","-","-2.10%"
"May 24, 2019","1,311.70","1,310.80","1,311.90","1,310.80","1.09K","-0.13%"
"May 23, 2019","1,313.40","1,302.40","1,313.90","1,302.40","1.08K","3.13%"
"May 22, 2019","1,273.60","1,273.60","1,273.60","1,273.60","11.47K","-2.15%"
"May 21, 2019","1,301.60","1,304.00","1,304.00","1,304.00","0.31K","-0.31%"
"May 20, 2019","1,305.70","1,306.30","1,306.30","1,304.20","0.34K","0.15%"
"May 17, 2019","1,303.80","1,315.40","1,316.80","1,303.50","0.52K","-0.81%"
"May 16, 2019","1,314.50","1,325.30","1,326.40","1,314.50","0.52K","-0.84%"
"May 15, 2019","1,325.60","1,323.80","1,329.10","1,323.40","0.34K","0.09%"
"May 14, 2019","1,324.40","1,331.60","1,331.60","1,323.10","0.17K","-0.45%"
"May 13, 2019","1,330.40","1,316.40","1,329.00","1,316.40","0.61K","1.04%"
"May 10, 2019","1,316.70","1,315.80","1,316.80","1,315.80","0.10K","0.16%"
"May 09, 2019","1,314.60","1,315.20","1,318.40","1,311.30","0.09K","0.28%"
"May 08, 2019","1,310.90","1,313.50","1,313.50","1,313.50","0.46K","-0.33%"
"May 07, 2019","1,315.20","1,315.10","1,315.10","1,314.80","0.17K","2.61%"
"May 06, 2019","1,281.70","1,282.20","1,282.20","1,280.30","0.01K","0.20%"
"May 03, 2019","1,279.20","1,270.10","1,277.90","1,270.10","0.02K","0.75%"
"May 02, 2019","1,269.70","1,269.20","1,270.80","1,266.60","0.06K","-3.36%"
"May 01, 2019","1,313.80","1,315.20","1,315.20","1,313.50","0.26K","-0.11%"
"Apr 30, 2019","1,315.20","1,315.20","1,315.20","1,315.20","0.07K","2.86%"
"Apr 29, 2019","1,278.60","1,284.80","1,284.90","1,277.10","0.57K","-3.03%"
"Apr 26, 2019","1,318.60","1,317.50","1,318.40","1,317.50","0.12K","0.69%"
"Apr 25, 2019","1,309.50","1,310.50","1,310.50","1,310.50","0.00K","2.67%"
"Apr 24, 2019","1,275.50","1,268.40","1,273.90","1,267.80","0.52K","0.49%"
"Apr 23, 2019","1,269.30","1,266.40","1,269.80","1,266.00","0.21K","-0.33%"
"Apr 22, 2019","1,273.50","1,273.50","1,273.50","1,273.50","0.15K","-0.34%"
"Apr 19, 2019","1,277.90","1,277.90","1,277.90","1,277.90","-","-2.15%"
"Apr 18, 2019","1,306.00","1,303.90","1,308.00","1,303.90","0.04K","-0.05%"
"Apr 17, 2019","1,306.70","1,310.70","1,310.70","1,310.70","0.42K","-0.05%"
"Apr 16, 2019","1,307.30","1,315.70","1,316.20","1,307.80","0.17K","-1.08%"
"Apr 15, 2019","1,321.60","1,324.80","1,324.80","1,316.30","0.19K","2.40%"
"Apr 12, 2019","1,290.60","1,293.40","1,293.40","1,289.20","0.61K","-2.46%"
"Apr 11, 2019","1,323.10","1,339.60","1,339.60","1,323.90","0.06K","-1.53%"
"Apr 10, 2019","1,343.60","1,337.30","1,343.10","1,334.80","0.06K","0.41%"
"Apr 09, 2019","1,338.10","1,340.00","1,340.00","1,338.80","0.04K","0.49%"
"Apr 08, 2019","1,331.60","1,335.00","1,336.60","1,330.90","0.16K","0.48%"
"Apr 05, 2019","1,325.30","1,325.30","1,325.80","1,325.20","0.10K","0.11%"
"Apr 04, 2019","1,323.80","1,325.80","1,325.80","1,316.10","0.07K","-0.08%"
"Apr 03, 2019","1,324.90","1,323.90","1,324.40","1,323.90","0.54K","-0.02%"
"Apr 02, 2019","1,325.10","1,323.00","1,323.00","1,323.00","0.06K","0.10%"
"Apr 01, 2019","1,323.80","1,330.00","1,330.00","1,324.50","0.10K","-0.32%"
"Mar 29, 2019","1,328.00","1,322.90","1,334.00","1,322.90","0.01K","0.26%"
"Mar 28, 2019","1,324.60","1,332.50","1,332.50","1,323.10","0.17K","-1.59%"
"Mar 27, 2019","1,346.00","1,352.50","1,353.70","1,348.70","0.30K","-0.36%"
"Mar 26, 2019","1,350.80","1,354.80","1,354.80","1,348.00","0.17K","-0.54%"
"Mar 25, 2019","1,358.20","1,347.60","1,359.10","1,347.60","0.29K","0.75%"
"Mar 22, 2019","1,348.10","1,348.50","1,349.10","1,346.40","3.14K","0.36%"
"Mar 21, 2019","1,343.20","1,352.20","1,355.30","1,349.90","0.15K","0.41%"
"Mar 20, 2019","1,337.70","1,341.50","1,348.30","1,338.10","0.02K","-0.39%"
"Mar 19, 2019","1,342.90","1,346.60","1,346.60","1,346.60","0.02K","0.40%"
"Mar 18, 2019","1,337.60","1,341.10","1,341.10","1,341.10","0.12K","-0.10%"
"Mar 15, 2019","1,338.90","1,336.50","1,339.80","1,336.50","0.23K","0.58%"
"Mar 14, 2019","1,331.20","1,338.60","1,338.60","1,329.50","0.23K","-1.08%"
"Mar 13, 2019","1,345.70","1,342.20","1,347.60","1,342.20","0.12K","3.81%"
"Mar 12, 2019","1,296.30","1,294.70","1,294.70","1,294.70","0.00K","-2.34%"
"Mar 11, 2019","1,327.40","1,328.20","1,328.20","1,327.80","0.11K","-0.64%"
"Mar 08, 2019","1,335.90","1,331.00","1,336.40","1,331.00","0.26K","1.03%"
"Mar 07, 2019","1,322.30","1,323.40","1,323.80","1,323.40","0.13K","-0.14%"
"Mar 06, 2019","1,324.10","1,321.90","1,321.90","1,321.90","0.01K","0.23%"
"Mar 05, 2019","1,321.10","1,321.50","1,321.50","1,321.50","0.18K","-0.21%"
"Mar 04, 2019","1,323.90","1,332.70","1,333.70","1,322.60","0.03K","-0.89%"
"Mar 01, 2019","1,335.80","1,346.50","1,346.50","1,330.60","0.27K","-1.26%"
"Feb 28, 2019","1,352.80","1,354.60","1,354.60","1,351.20","0.07K","-0.39%"
"Feb 27, 2019","1,358.10","1,360.20","1,360.20","1,358.40","0.02K","-0.54%"
"Feb 26, 2019","1,365.50","1,365.40","1,365.40","1,363.60","0.02K","-0.07%"
"Feb 25, 2019","1,366.40","1,365.80","1,371.20","1,365.80","0.02K","-0.26%"
"Feb 22, 2019","1,369.90","1,364.70","1,369.60","1,364.70","0.04K","0.38%"
"Feb 21, 2019","1,364.70","1,374.70","1,375.00","1,364.70","0.06K","-1.46%"
"Feb 20, 2019","1,384.90","1,383.30","1,386.60","1,379.90","0.16K","0.22%"
